date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
7/20,2330,元大證券,9800,6662,1903,4759,9.8,1,buy
7/20,2330,台灣摩根士丹利,1470,1801,7372,-5571,11.48,1,sell
7/20,2330,美商高盛,1480,4693,368,4325,8.91,2,buy
7/20,2330,摩根大通,8440,4559,9219,-4660,9.6,2,sell
7/20,2330,永豐金證券,0039004100300030,2986,692,2294,4.73,3,buy
7/20,2330,大和國泰,8890,70,2250,-2180,4.49,3,sell
7/20,2330,港商麥格理,1360,2015,49,1966,4.05,4,buy
7/20,2330,凱基-台北,9268,1868,2886,-1018,2.1,4,sell
7/20,2330,新加坡商瑞銀,1650,3974,2271,1703,3.51,5,buy
7/20,2330,美林,1440,781,1697,-916,1.89,5,sell
7/20,2330,富邦證券,9600,1671,1175,496,1.02,6,buy
7/20,2330,統一,5850,187,969,-782,1.61,6,sell
7/20,2330,花旗環球,1590,2204,1850,354,0.73,7,buy
7/20,2330,香港上海匯豐,8960,10,596,-586,1.21,7,sell
7/20,2330,永豐金-匯立,0039004100380031,523,178,345,0.71,8,buy
7/20,2330,康和,8450,6,394,-388,0.8,8,sell
7/20,2330,第一金,5380,334,16,318,0.66,9,buy
7/20,2330,凱基-城中,9227,14,366,-352,0.73,9,sell
7/20,2330,華南永昌,9300,338,83,255,0.53,10,buy
7/20,2330,富邦-台北,9623,87,431,-344,0.71,10,sell
7/20,2330,凱基,9200,381,186,195,0.4,11,buy
7/20,2330,港商野村,1560,140,401,-261,0.54,11,sell
7/20,2330,法銀巴黎,8900,206,47,159,0.33,12,buy
7/20,2330,群益金鼎,9100,273,492,-219,0.45,12,sell
7/20,2330,國泰-敦南,8888,423,270,153,0.32,13,buy
7/20,2330,群益金鼎-北高雄,0039003100330052,2,208,-206,0.42,13,sell
7/20,2330,富邦-新店,9661,125,23,102,0.21,14,buy
7/20,2330,台灣企銀,1110,9,173,-164,0.34,14,sell
7/20,2330,台新-九如,0039004200320031,101,6,95,0.2,15,buy
7/20,2330,元大-士林,003900380031006a,18,174,-156,0.32,15,sell
7/20,2317,元大證券,9800,5284,2032,3252,6.69,1,buy
7/20,2317,凱基-台北,9268,2223,4873,-2650,5.45,1,sell
7/20,2317,摩根大通,8440,3546,1667,1879,3.87,2,buy
7/20,2317,台灣摩根士丹利,1470,2570,5125,-2555,5.26,2,sell
7/20,2317,永豐金證券,0039004100300030,1894,200,1694,3.49,3,buy
7/20,2317,群益金鼎-大安,0039003100380065,2,585,-583,1.2,3,sell
7/20,2317,凱基,9200,1310,2,1308,2.69,4,buy
7/20,2317,中國信託-高雄,003600310036004b,12,521,-509,1.05,4,sell
7/20,2317,國泰證券,8880,2092,806,1286,2.65,5,buy
7/20,2317,玉山-左營,0038003800340044,109,613,-504,1.04,5,sell
7/20,2317,花旗環球,1590,5106,3948,1158,2.38,6,buy
7/20,2317,群益金鼎-高盛,9105,2,308,-306,0.63,6,sell
7/20,2317,台新,0039004200300030,593,282,311,0.64,7,buy
7/20,2317,統一,5850,98,335,-237,0.49,7,sell
7/20,2317,永豐金-匯立,0039004100380031,253,0,253,0.52,8,buy
7/20,2317,國泰-敦南,8888,309,526,-217,0.45,8,sell
7/20,2317,法銀巴黎,8900,539,299,240,0.49,9,buy
7/20,2317,香港上海匯豐,8960,0,170,-170,0.35,9,sell
7/20,2317,中國信託,6160,287,78,209,0.43,10,buy
7/20,2317,美商高盛,1480,3652,3816,-164,0.34,10,sell
