date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
8/18,2330,美林,1440,2431,287,2144,11.37,1,buy
8/18,2330,港商麥格理,1360,1364,3160,-1796,9.53,1,sell
8/18,2330,國泰證券,8880,832,93,739,3.92,2,buy
8/18,2330,凱基-台北,9268,190,1245,-1055,5.6,2,sell
8/18,2330,永豐金-匯立,0039004100380031,807,381,426,2.26,3,buy
8/18,2330,花旗環球,1590,896,1765,-869,4.61,3,sell
8/18,2330,富邦證券,9600,632,224,408,2.16,4,buy
8/18,2330,摩根大通,8440,1021,1887,-866,4.59,4,sell
8/18,2330,中國信託,6160,240,72,168,0.89,5,buy
8/18,2330,永豐金證券,0039004100300030,66,790,-724,3.84,5,sell
8/18,2330,兆豐-大同,0037003000300053,158,1,157,0.83,6,buy
8/18,2330,台灣摩根士丹利,1470,902,1507,-605,3.21,6,sell
8/18,2330,新加坡商瑞銀,1650,1116,963,153,0.81,7,buy
8/18,2330,元大證券,9800,303,835,-532,2.82,7,sell
8/18,2330,統一,5850,237,129,108,0.57,8,buy
8/18,2330,兆豐證券,7000,8,373,-365,1.94,8,sell
8/18,2330,凱基,9200,257,156,101,0.54,9,buy
8/18,2330,美商高盛,1480,700,941,-241,1.28,9,sell
8/18,2330,台新-台北,0039004200320030,99,10,89,0.47,10,buy
8/18,2330,凱基-站前,0039003200300046,21,134,-113,0.6,10,sell
8/18,2330,宏遠證券,1260,98,16,82,0.43,11,buy
8/18,2330,港商野村,1560,257,336,-79,0.42,11,sell
8/18,2330,福邦證券,6480,70,1,69,0.37,12,buy
8/18,2330,台新-桃園,0039004200320076,9,78,-69,0.37,12,sell
8/18,2330,土銀,1030,63,2,61,0.32,13,buy
8/18,2330,兆豐-忠孝,0037003000300061,5,62,-57,0.3,13,sell
8/18,2330,元大-復北,9872,70,12,58,0.31,14,buy
8/18,2330,華南永昌,9300,35,79,-44,0.23,14,sell
8/18,2330,華南永昌-民權,9312,63,11,52,0.28,15,buy
8/18,2330,合庫-高雄,1023,8,50,-42,0.22,15,sell
8/18,2317,港商麥格理,1360,3216,210,3006,6.01,1,buy
8/18,2317,台灣摩根士丹利,1470,1976,12512,-10536,21.06,1,sell
8/18,2317,新加坡商瑞銀,1650,3673,1363,2310,4.62,2,buy
8/18,2317,群益金鼎,9100,92,5726,-5634,11.26,2,sell
8/18,2317,美商高盛,1480,3130,1077,2053,4.1,3,buy
8/18,2317,永豐金-匯立,0039004100380031,55,1916,-1861,3.72,3,sell
8/18,2317,永豐金證券,0039004100300030,1168,519,649,1.3,4,buy
8/18,2317,台新,0039004200300030,306,1409,-1103,2.2,4,sell
8/18,2317,元大-府城,0039003800300075,414,10,404,0.81,5,buy
8/18,2317,美林,1440,785,1745,-960,1.92,5,sell
8/18,2317,國泰-敦南,8888,676,321,355,0.71,6,buy
8/18,2317,花旗環球,1590,377,1263,-886,1.77,6,sell
8/18,2317,統一,5850,461,158,303,0.61,7,buy
8/18,2317,富邦證券,9600,49,637,-588,1.18,7,sell
8/18,2317,富邦-頭份,0039003600320050,322,20,302,0.6,8,buy
8/18,2317,元大證券,9800,1756,2272,-516,1.03,8,sell
8/18,2317,新光,8560,292,106,186,0.37,9,buy
8/18,2317,國票-南京,003700370039006e,10,502,-492,0.98,9,sell
8/18,2317,摩根大通,8440,3652,3473,179,0.36,10,buy
8/18,2317,港商野村,1560,17,424,-407,0.81,10,sell
8/18,2317,凱基-屏東,0039003200320043,163,3,160,0.32,11,buy
8/18,2317,凱基-台北,9268,1106,1430,-324,0.65,11,sell
8/18,2317,香港上海匯豐,8960,178,27,151,0.3,12,buy
8/18,2317,大和國泰,8890,0,300,-300,0.6,12,sell
8/18,2317,凱基-新莊,0039003200310053,152,5,147,0.29,13,buy
8/18,2317,元大-沙鹿,0039003800300064,30,324,-294,0.59,13,sell
8/18,2317,國泰-台中,8882,185,45,140,0.28,14,buy
8/18,2317,國泰-館前,0038003800380041,160,436,-276,0.55,14,sell
8/18,2317,亞東-板橋,2181,140,1,139,0.28,15,buy
8/18,2317,中國信託-高雄,003600310036004b,50,319,-269,0.54,15,sell
8/18,2454,台灣摩根士丹利,1470,2169,491,1678,18.09,1,buy
8/18,2454,新加坡商瑞銀,1650,279,1236,-957,10.32,1,sell
8/18,2454,港商麥格理,1360,513,104,409,4.41,2,buy
8/18,2454,元大證券,9800,384,891,-507,5.47,2,sell
8/18,2454,永豐金證券,0039004100300030,439,217,222,2.39,3,buy
8/18,2454,美林,1440,211,623,-412,4.44,3,sell
8/18,2454,富邦證券,9600,268,132,136,1.47,4,buy
8/18,2454,摩根大通,8440,146,501,-355,3.83,4,sell
8/18,2454,宏遠證券,1260,102,2,100,1.08,5,buy
8/18,2454,統一,5850,94,435,-341,3.68,5,sell
8/18,2454,永豐金-匯立,0039004100380031,77,16,61,0.66,6,buy
8/18,2454,美商高盛,1480,274,554,-280,3.02,6,sell
8/18,2454,國泰-敦南,8888,143,83,60,0.65,7,buy
8/18,2454,凱基-台北,9268,232,437,-205,2.21,7,sell
8/18,2454,國泰-板橋,003800380038004b,47,10,37,0.4,8,buy
8/18,2454,群益金鼎,9100,52,230,-178,1.92,8,sell
8/18,2454,富邦-建國,9658,64,31,33,0.36,9,buy
8/18,2454,凱基,9200,78,210,-132,1.42,9,sell
8/18,2454,香港上海匯豐,8960,39,10,29,0.31,10,buy
8/18,2454,兆豐證券,7000,1,132,-131,1.41,10,sell
8/18,2454,富邦-中壢,9636,31,6,25,0.27,11,buy
8/18,2454,兆豐-民生,0037003000300063,0,119,-119,1.28,11,sell
8/18,2454,法銀巴黎,8900,23,0,23,0.25,12,buy
8/18,2454,國泰證券,8880,5,109,-104,1.12,12,sell
8/18,2454,富邦-永和,9654,19,0,19,0.2,13,buy
8/18,2454,凱基-站前,0039003200300046,11,109,-98,1.06,13,sell
8/18,2454,合庫-西台中,0031003000320046,19,1,18,0.19,14,buy
8/18,2454,凱基-中山,9229,2,96,-94,1.01,14,sell
8/18,2454,中國信託-文心,6164,22,6,16,0.17,15,buy
8/18,2454,花旗環球,1590,78,162,-84,0.91,15,sell
8/18,2308,美商高盛,1480,1197,629,568,5.97,1,buy
8/18,2308,台灣摩根士丹利,1470,366,1060,-694,7.29,1,sell
8/18,2308,富邦證券,9600,437,110,327,3.44,2,buy
8/18,2308,摩根大通,8440,507,1122,-615,6.46,2,sell
8/18,2308,國泰證券,8880,266,26,240,2.52,3,buy
8/18,2308,群益金鼎,9100,31,564,-533,5.6,3,sell
8/18,2308,新加坡商瑞銀,1650,432,300,132,1.39,4,buy
8/18,2308,統一,5850,9,173,-164,1.72,4,sell
8/18,2308,花旗環球,1590,342,239,103,1.08,5,buy
8/18,2308,康和,8450,1,162,-161,1.69,5,sell
8/18,2308,中國信託,6160,122,22,100,1.05,6,buy
8/18,2308,元大證券,9800,540,693,-153,1.61,6,sell
8/18,2308,永豐金-匯立,0039004100380031,362,279,83,0.87,7,buy
8/18,2308,港商野村,1560,84,230,-146,1.53,7,sell
8/18,2308,華南永昌,9300,99,41,58,0.61,8,buy
8/18,2308,第一金,5380,4,93,-89,0.93,8,sell
8/18,2308,台新,0039004200300030,78,29,49,0.51,9,buy
8/18,2308,元大-復北,9872,13,97,-84,0.88,9,sell
8/18,2308,統一-內湖,0035003800350062,52,4,48,0.5,10,buy
8/18,2308,兆豐證券,7000,8,76,-68,0.71,10,sell
8/18,2308,大和國泰,8890,53,7,46,0.48,11,buy
8/18,2308,凱基-站前,0039003200300046,9,73,-64,0.67,11,sell
8/18,2308,國泰-敦南,8888,134,89,45,0.47,12,buy
8/18,2308,美林,1440,138,198,-60,0.63,12,sell
8/18,2308,國票-敦北法人,0037003700390063,43,0,43,0.45,13,buy
8/18,2308,凱基,9200,14,70,-56,0.59,13,sell
8/18,2308,新光,8560,67,36,31,0.33,14,buy
8/18,2308,永豐金證券,0039004100300030,83,128,-45,0.47,14,sell
8/18,2308,台新-大裕,003900420032006c,32,1,31,0.33,15,buy
8/18,2308,統一-士林,003500380035004d,1,25,-24,0.25,15,sell
8/18,2382,新加坡商瑞銀,1650,2606,147,2459,17.4,1,buy
8/18,2382,美商高盛,1480,376,1605,-1229,8.7,1,sell
8/18,2382,港商麥格理,1360,672,65,607,4.3,2,buy
8/18,2382,花旗環球,1590,65,1044,-979,6.93,2,sell
8/18,2382,永豐金證券,0039004100300030,330,62,268,1.9,3,buy
8/18,2382,港商野村,1560,1,788,-787,5.57,3,sell
8/18,2382,摩根大通,8440,715,460,255,1.8,4,buy
8/18,2382,富邦證券,9600,72,521,-449,3.18,4,sell
8/18,2382,台灣摩根士丹利,1470,975,734,241,1.71,5,buy
8/18,2382,兆豐證券,7000,1,430,-429,3.04,5,sell
8/18,2382,凱基,9200,260,47,213,1.51,6,buy
8/18,2382,凱基-台北,9268,564,974,-410,2.9,6,sell
8/18,2382,群益金鼎-東湖,003900310038004b,267,72,195,1.38,7,buy
8/18,2382,美林,1440,221,510,-289,2.05,7,sell
8/18,2382,統一,5850,157,7,150,1.06,8,buy
8/18,2382,法銀巴黎,8900,0,132,-132,0.93,8,sell
8/18,2382,富邦-南京,0039003600310043,136,14,122,0.86,9,buy
8/18,2382,臺銀,1040,11,97,-86,0.61,9,sell
8/18,2382,香港上海匯豐,8960,113,8,105,0.74,10,buy
8/18,2382,台新-三民,0039004200310033,2,82,-80,0.57,10,sell
8/18,2382,富邦-仁愛,9676,105,27,78,0.55,11,buy
8/18,2382,群益金鼎-中壢,0039003100380041,18,92,-74,0.52,11,sell
8/18,2382,元大證券,9800,1442,1373,69,0.49,12,buy
8/18,2382,元大-新店中正,0039003800340043,6,70,-64,0.45,12,sell
8/18,2382,中國信託-文心,6164,61,11,50,0.35,13,buy
8/18,2382,國票-九鼎,0037003700390050,5,62,-57,0.4,13,sell
8/18,2382,凱基-三重,9205,55,7,48,0.34,14,buy
8/18,2382,台中銀,6110,7,64,-57,0.4,14,sell
