date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
7/09,2330,永豐金-匯立,0039004100380031,2109,793,1316,4.31,1,buy
7/09,2330,美商高盛,1480,630,5902,-5272,17.26,1,sell
7/09,2330,花旗環球,1590,1941,724,1217,3.98,2,buy
7/09,2330,港商野村,1560,134,3075,-2941,9.63,2,sell
7/09,2330,永豐金證券,0039004100300030,846,217,629,2.06,3,buy
7/09,2330,摩根大通,8440,1564,3214,-1650,5.4,3,sell
7/09,2330,國泰-敦南,8888,497,131,366,1.2,4,buy
7/09,2330,美林,1440,612,2244,-1632,5.34,4,sell
7/09,2330,宏遠證券,1260,328,30,298,0.98,5,buy
7/09,2330,富邦證券,9600,164,1591,-1427,4.67,5,sell
7/09,2330,元大證券,9800,1713,1445,268,0.88,6,buy
7/09,2330,香港上海匯豐,8960,36,1186,-1150,3.76,6,sell
7/09,2330,新光,8560,258,60,198,0.65,7,buy
7/09,2330,台灣摩根士丹利,1470,874,1783,-909,2.98,7,sell
7/09,2330,凱基,9200,476,296,180,0.59,8,buy
7/09,2330,新加坡商瑞銀,1650,703,1244,-541,1.77,8,sell
7/09,2330,第一金-高雄,5383,139,0,139,0.46,9,buy
7/09,2330,凱基-台北,9268,634,914,-280,0.92,9,sell
7/09,2330,國泰-板橋,003800380038004b,153,16,137,0.45,10,buy
7/09,2330,港商麥格理,1360,746,1018,-272,0.89,10,sell
7/09,2330,群益金鼎-古亭,0039003100380043,131,1,130,0.43,11,buy
7/09,2330,富邦-南京,0039003600310043,50,231,-181,0.59,11,sell
7/09,2330,國泰-館前,0038003800380041,141,19,122,0.4,12,buy
7/09,2330,群益金鼎-敦南,9101,29,62,-33,0.11,12,sell
7/09,2330,台新,0039004200300030,152,47,105,0.34,13,buy
7/09,2330,大和國泰,8890,28,60,-32,0.1,13,sell
7/09,2330,富邦-台南,9667,107,4,103,0.34,14,buy
7/09,2330,群益金鼎,9100,108,139,-31,0.1,14,sell
7/09,2330,統一-新竹,5857,109,9,100,0.33,15,buy
7/09,2330,大昌-桃園,6465,3,20,-17,0.06,15,sell
7/09,2317,台灣摩根士丹利,1470,6304,2623,3681,9.24,1,buy
7/09,2317,台新,0039004200300030,264,3606,-3342,8.39,1,sell
7/09,2317,花旗環球,1590,3676,273,3403,8.54,2,buy
7/09,2317,美林,1440,635,3691,-3056,7.67,2,sell
7/09,2317,永豐金-匯立,0039004100380031,2937,21,2916,7.32,3,buy
7/09,2317,統一,5850,44,1805,-1761,4.42,3,sell
7/09,2317,美商高盛,1480,4482,2765,1717,4.31,4,buy
7/09,2317,摩根大通,8440,3995,5291,-1296,3.25,4,sell
7/09,2317,永豐金證券,0039004100300030,391,141,250,0.63,5,buy
7/09,2317,華南永昌,9300,21,851,-830,2.08,5,sell
7/09,2317,台新-台北,0039004200320030,239,9,230,0.58,6,buy
7/09,2317,凱基-台北,9268,1400,2190,-790,1.98,6,sell
7/09,2317,康和,8450,196,1,195,0.49,7,buy
7/09,2317,國票-敦北法人,0037003700390063,10,799,-789,1.98,7,sell
7/09,2317,港商野村,1560,201,14,187,0.47,8,buy
7/09,2317,國泰證券,8880,28,704,-676,1.7,8,sell
7/09,2317,台新-高雄,0039004200310067,143,43,100,0.25,9,buy
7/09,2317,香港上海匯豐,8960,103,766,-663,1.66,9,sell
7/09,2317,台新-安南,003900420032005a,92,13,79,0.2,10,buy
7/09,2317,元大證券,9800,1835,2285,-450,1.13,10,sell
7/09,2317,元大-太平,0039003800310051,79,5,74,0.19,11,buy
7/09,2317,臺銀,1040,12,358,-346,0.87,11,sell
7/09,2317,台新-草屯,0039004200320058,76,4,72,0.18,12,buy
7/09,2317,華南永昌-古亭,9309,12,311,-299,0.75,12,sell
7/09,2317,台灣企銀-台南,1112,53,0,53,0.13,13,buy
7/09,2317,中國信託-高雄,003600310036004b,20,211,-191,0.48,13,sell
7/09,2317,富邦-永和,9654,92,41,51,0.13,14,buy
7/09,2317,凱基,9200,5,149,-144,0.36,14,sell
7/09,2317,國票-安和,003700370039005a,53,7,46,0.12,15,buy
7/09,2317,新加坡商瑞銀,1650,1404,1545,-141,0.35,15,sell
7/09,2454,美商高盛,1480,748,464,284,4.47,1,buy
7/09,2454,美林,1440,137,613,-476,7.5,1,sell
7/09,2454,台灣摩根士丹利,1470,510,256,254,4.0,2,buy
7/09,2454,摩根大通,8440,315,652,-337,5.31,2,sell
7/09,2454,新加坡商瑞銀,1650,323,193,130,2.05,3,buy
7/09,2454,花旗環球,1590,223,422,-199,3.13,3,sell
7/09,2454,富邦-新店,9661,121,4,117,1.84,4,buy
7/09,2454,港商野村,1560,20,151,-131,2.06,4,sell
7/09,2454,元大證券,9800,512,454,58,0.91,5,buy
7/09,2454,凱基-台北,9268,298,415,-117,1.84,5,sell
7/09,2454,國泰-敦南,8888,114,61,53,0.83,6,buy
7/09,2454,康和,8450,8,120,-112,1.76,6,sell
7/09,2454,群益金鼎-大安,0039003100380065,40,0,40,0.63,7,buy
7/09,2454,富邦證券,9600,17,112,-95,1.5,7,sell
7/09,2454,永豐金-復興,003900410039005a,32,0,32,0.5,8,buy
7/09,2454,香港上海匯豐,8960,0,79,-79,1.24,8,sell
7/09,2454,凱基,9200,54,26,28,0.44,9,buy
7/09,2454,統一,5850,85,152,-67,1.06,9,sell
7/09,2454,富邦-新竹,9647,28,7,21,0.33,10,buy
7/09,2454,永豐金-匯立,0039004100380031,28,87,-59,0.93,10,sell
7/09,2454,中國信託-文心,6164,25,9,16,0.25,11,buy
7/09,2454,大和國泰,8890,10,65,-55,0.87,11,sell
7/09,2454,台新,0039004200300030,28,13,15,0.24,12,buy
7/09,2454,元大-復北,9872,10,52,-42,0.66,12,sell
7/09,2454,新光,8560,33,18,15,0.24,13,buy
7/09,2454,華南永昌,9300,8,47,-39,0.61,13,sell
7/09,2454,富邦-仁愛,9676,19,5,14,0.22,14,buy
7/09,2454,統一-敦南,5852,4,39,-35,0.55,14,sell
7/09,2454,群益金鼎,9100,17,3,14,0.22,15,buy
7/09,2454,元大-龍潭,9858,1,27,-26,0.41,15,sell
7/09,2308,港商麥格理,1360,959,107,852,10.23,1,buy
7/09,2308,美林,1440,244,1395,-1151,13.82,1,sell
7/09,2308,花旗環球,1590,833,88,745,8.95,2,buy
7/09,2308,摩根大通,8440,405,774,-369,4.43,2,sell
